Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn)
Trondheim - Voll;SN68860;02.10.1999;9,7;13;5,9;0,2
Trondheim - Voll;SN68860;03.10.1999;8,6;12,2;5,4;18,4
Trondheim - Voll;SN68860;04.10.1999;8;12,3;5,1;0
Trondheim - Voll;SN68860;05.10.1999;5,8;9,2;3,5;2,8
Trondheim - Voll;SN68860;06.10.1999;6,2;11;2,9;0,5
Trondheim - Voll;SN68860;07.10.1999;5,6;11,3;0;0
Trondheim - Voll;SN68860;08.10.1999;4,9;7,4;2,5;0,1
Trondheim - Voll;SN68860;09.10.1999;4,6;7,2;3;2,3
Trondheim - Voll;SN68860;10.10.1999;6,1;8,7;3,4;2,3
Trondheim - Voll;SN68860;11.10.1999;6,6;9,6;4,8;2,2
Trondheim - Voll;SN68860;12.10.1999;6,5;8,5;3,1;0
Trondheim - Voll;SN68860;13.10.1999;6,4;8,6;5,6;18,5
Trondheim - Voll;SN68860;14.10.1999;7;9,2;4,7;5,9
Trondheim - Voll;SN68860;15.10.1999;6;9,3;3,1;0,1
Trondheim - Voll;SN68860;16.10.1999;2,9;9;-1,9;0
Trondheim - Voll;SN68860;17.10.1999;5,5;7,4;1,5;0
Trondheim - Voll;SN68860;18.10.1999;5,7;8;5,2;1,1
Trondheim - Voll;SN68860;19.10.1999;1;5,3;-1,9;0
Trondheim - Voll;SN68860;20.10.1999;-0,1;1,7;-2,2;0
Trondheim - Voll;SN68860;21.10.1999;-1,6;-0,1;-2,7;0
Trondheim - Voll;SN68860;22.10.1999;2,6;6;-3,3;0
Trondheim - Voll;SN68860;23.10.1999;6,7;8,1;2,2;0
Trondheim - Voll;SN68860;24.10.1999;6;7,6;4,3;2,1
Trondheim - Voll;SN68860;25.10.1999;4,3;6,7;0,6;3
Trondheim - Voll;SN68860;26.10.1999;6,7;8,3;4,8;0,7
Trondheim - Voll;SN68860;27.10.1999;3;6,6;1,2;7,7
Trondheim - Voll;SN68860;28.10.1999;5,4;7,9;3,3;6,3
Trondheim - Voll;SN68860;29.10.1999;6,9;9,3;3,5;16,9
Trondheim - Voll;SN68860;30.10.1999;10,1;12,5;5,1;1,2
Trondheim - Voll;SN68860;31.10.1999;11,1;13;9,7;0,1
Trondheim - Voll;SN68860;01.11.1999;11;12,2;6,1;0,7
Trondheim - Voll;SN68860;02.11.1999;6,9;12,7;5,3;3,4
Trondheim - Voll;SN68860;03.11.1999;5,9;7,2;4,8;8,6
Trondheim - Voll;SN68860;04.11.1999;11,7;13;5,8;4,6
Trondheim - Voll;SN68860;05.11.1999;11,4;13,4;9,5;0
Trondheim - Voll;SN68860;06.11.1999;7,5;9,5;6;0
Trondheim - Voll;SN68860;07.11.1999;4,7;8,1;1,9;0
Trondheim - Voll;SN68860;08.11.1999;6,4;9,4;4,1;0,1
Trondheim - Voll;SN68860;09.11.1999;4,3;7,6;2,8;1,6
Trondheim - Voll;SN68860;10.11.1999;5,5;7,4;2,5;3,8
Trondheim - Voll;SN68860;11.11.1999;9,6;10,6;7,3;2,7
Trondheim - Voll;SN68860;12.11.1999;9,9;10,9;9,3;6,5
Trondheim - Voll;SN68860;13.11.1999;4,5;10,2;1,3;8,4
Trondheim - Voll;SN68860;14.11.1999;1,2;2,7;0,2;3,4
Trondheim - Voll;SN68860;15.11.1999;0,9;1,7;-0,2;0
Trondheim - Voll;SN68860;16.11.1999;0,2;3,4;-1,6;0,2
Trondheim - Voll;SN68860;17.11.1999;-3,4;0,7;-4,3;0
Trondheim - Voll;SN68860;18.11.1999;-3,1;-1,1;-6,5;0
Trondheim - Voll;SN68860;19.11.1999;-1,8;-0,1;-4,3;0
Trondheim - Voll;SN68860;20.11.1999;1,5;3,2;-2,1;0
Trondheim - Voll;SN68860;21.11.1999;3,7;5,2;1,7;3
Trondheim - Voll;SN68860;22.11.1999;2,8;4,6;0,6;1,2
Trondheim - Voll;SN68860;23.11.1999;4,3;7,1;-0,2;5,3
Trondheim - Voll;SN68860;24.11.1999;7,8;10;6,8;1
Trondheim - Voll;SN68860;25.11.1999;3,2;10;1,8;1,4
Trondheim - Voll;SN68860;26.11.1999;5,8;9,4;1,5;0,6
Trondheim - Voll;SN68860;27.11.1999;5,9;10,9;2,9;0
Trondheim - Voll;SN68860;28.11.1999;3,9;7,8;0,1;3,4
Trondheim - Voll;SN68860;29.11.1999;1,2;4,8;0;4,2
Trondheim - Voll;SN68860;30.11.1999;2,3;4,7;-0,8;7,6
Trondheim - Voll;SN68860;01.12.1999;1;-;-;7,6
Trondheim - Voll;SN68860;02.12.1999;0,3;-;-;-
Trondheim - Voll;SN68860;03.12.1999;-4,3;-;-;-
Trondheim - Voll;SN68860;04.12.1999;-8,9;-;-;-
Trondheim - Voll;SN68860;05.12.1999;-2,4;-;-;-
Trondheim - Voll;SN68860;06.12.1999;-5,1;-;-;-
Trondheim - Voll;SN68860;07.12.1999;-3,9;-;-;-
Trondheim - Voll;SN68860;08.12.1999;-9;-;-;-
Trondheim - Voll;SN68860;09.12.1999;-7;-;-;-
Trondheim - Voll;SN68860;10.12.1999;-7,3;-;-;-
Trondheim - Voll;SN68860;11.12.1999;-14,4;-;-;-
Trondheim - Voll;SN68860;12.12.1999;-15,3;-;-;-
Trondheim - Voll;SN68860;13.12.1999;-16;-;-;-
Trondheim - Voll;SN68860;14.12.1999;-10,9;-;-;-
Trondheim - Voll;SN68860;15.12.1999;-10,7;-;-;-
Trondheim - Voll;SN68860;16.12.1999;-5,1;-;-;-
Trondheim - Voll;SN68860;17.12.1999;-2,6;-;-;-
Trondheim - Voll;SN68860;18.12.1999;-1,4;-;-;-
Trondheim - Voll;SN68860;19.12.1999;-0,9;-;-;-
Trondheim - Voll;SN68860;20.12.1999;-1,5;-;-;-
Trondheim - Voll;SN68860;21.12.1999;-2,5;-;-;-
Trondheim - Voll;SN68860;22.12.1999;-3,8;-;-;-
Trondheim - Voll;SN68860;23.12.1999;3;-;-;-
Trondheim - Voll;SN68860;24.12.1999;5,2;-;-;-
Trondheim - Voll;SN68860;25.12.1999;5,4;-;-;-
Trondheim - Voll;SN68860;26.12.1999;4,4;-;-;-
Trondheim - Voll;SN68860;27.12.1999;1,2;-;-;-
Trondheim - Voll;SN68860;28.12.1999;0,1;-;-;-
Trondheim - Voll;SN68860;29.12.1999;-8,3;-;-;-
Trondheim - Voll;SN68860;30.12.1999;-13,1;-;-;-
Trondheim - Voll;SN68860;31.12.1999;-7,5;-;-;-
Trondheim - Voll;SN68860;01.01.2000;0,9;3,3;-5,6;0,5
Trondheim - Voll;SN68860;02.01.2000;2;4,2;-0,9;0,6
Trondheim - Voll;SN68860;03.01.2000;3;4,9;0,3;5,8
Trondheim - Voll;SN68860;04.01.2000;2,8;6,5;0,7;2
Trondheim - Voll;SN68860;05.01.2000;1,4;2,6;-2,5;6,8
Trondheim - Voll;SN68860;06.01.2000;5,4;8,4;1,4;0
Trondheim - Voll;SN68860;07.01.2000;4,5;7,8;0,1;2,4
Trondheim - Voll;SN68860;08.01.2000;4,5;8,9;1,8;2,3
Trondheim - Voll;SN68860;09.01.2000;1,8;3,3;0,9;4,2
Trondheim - Voll;SN68860;10.01.2000;2,8;5,1;0,1;3,7
Trondheim - Voll;SN68860;11.01.2000;2,6;5,3;0,9;2
Trondheim - Voll;SN68860;12.01.2000;1,4;4,8;-0,2;1,5
Trondheim - Voll;SN68860;13.01.2000;0,4;2,4;-1,7;8
Trondheim - Voll;SN68860;14.01.2000;-0,6;1,1;-1,6;0,5
Trondheim - Voll;SN68860;15.01.2000;2,7;4,5;-0,4;3
Trondheim - Voll;SN68860;16.01.2000;5,1;6,7;2,2;8,9
Trondheim - Voll;SN68860;17.01.2000;2,2;4,7;0,3;8,2
Trondheim - Voll;SN68860;18.01.2000;1,2;2,9;-0,7;7,9
Trondheim - Voll;SN68860;19.01.2000;1,1;2,2;-1,3;4,9
Trondheim - Voll;SN68860;20.01.2000;-1,1;4,6;-3,4;12,3
Trondheim - Voll;SN68860;21.01.2000;-4,9;-2,6;-6,8;5,4
Trondheim - Voll;SN68860;22.01.2000;-7;-3,7;-8,7;1
Trondheim - Voll;SN68860;23.01.2000;-3,8;-1,3;-8,6;0,8
Trondheim - Voll;SN68860;24.01.2000;1,3;2,2;-1,5;0,1
Trondheim - Voll;SN68860;25.01.2000;4;4,6;1,5;1,9
Trondheim - Voll;SN68860;26.01.2000;3,4;6,2;0,7;1,1
Trondheim - Voll;SN68860;27.01.2000;0;2,9;-0,5;11,2
Trondheim - Voll;SN68860;28.01.2000;-4;-0,2;-6,3;9
Trondheim - Voll;SN68860;29.01.2000;0,1;4;-8,4;5,9
Trondheim - Voll;SN68860;30.01.2000;-3,1;2,3;-5,4;1,8
Trondheim - Voll;SN68860;31.01.2000;-3,4;-0,8;-8,5;4,6
Trondheim - Voll;SN68860;01.02.2000;-3,1;0;-3,9;1,8
Trondheim - Voll;SN68860;02.02.2000;-5,1;-3,4;-6,6;0,3
Trondheim - Voll;SN68860;03.02.2000;-1;0,1;-7,7;1,6
Trondheim - Voll;SN68860;04.02.2000;2,4;4,8;-0,9;5,1
Trondheim - Voll;SN68860;05.02.2000;1,5;6,4;-3,1;0,6
Trondheim - Voll;SN68860;06.02.2000;3;6,2;2,1;7,3
Trondheim - Voll;SN68860;07.02.2000;4,3;7,1;0,9;3,9
Trondheim - Voll;SN68860;08.02.2000;1,1;3,5;0;6
Trondheim - Voll;SN68860;09.02.2000;-0,8;0,4;-3,1;1,8
Trondheim - Voll;SN68860;10.02.2000;4,1;7,4;-1,5;0,5
Trondheim - Voll;SN68860;11.02.2000;1,3;5,5;-0,6;3,3
Trondheim - Voll;SN68860;12.02.2000;2,8;7;-0,4;1,8
Trondheim - Voll;SN68860;13.02.2000;-1;1,4;-3,9;1
Trondheim - Voll;SN68860;14.02.2000;-1,2;2,3;-2,4;6,7
Trondheim - Voll;SN68860;15.02.2000;-0,5;2,7;-4,5;0,5
Trondheim - Voll;SN68860;16.02.2000;-2,7;0,7;-5,2;3
Trondheim - Voll;SN68860;17.02.2000;-4,1;-0,5;-9,1;0,1
Trondheim - Voll;SN68860;18.02.2000;-1,3;0,7;-2,3;1,4
Trondheim - Voll;SN68860;19.02.2000;-3,2;-1;-6,4;0,1
Trondheim - Voll;SN68860;20.02.2000;-1,5;0,6;-2,7;2,6
Trondheim - Voll;SN68860;21.02.2000;-6,1;-1,6;-9,2;5
Trondheim - Voll;SN68860;22.02.2000;-2,9;1,6;-8,4;1,9
Trondheim - Voll;SN68860;23.02.2000;-1,9;2,4;-8,6;1,4
Trondheim - Voll;SN68860;24.02.2000;1,2;4,9;-1,3;0,2
Trondheim - Voll;SN68860;25.02.2000;-0,9;0,9;-5;0
Trondheim - Voll;SN68860;26.02.2000;2,8;5,8;0,3;0,4
Trondheim - Voll;SN68860;27.02.2000;5,3;6,8;0,9;0,8
Trondheim - Voll;SN68860;28.02.2000;2,2;6,8;-1;0,5
Trondheim - Voll;SN68860;29.02.2000;4,8;6,6;2,6;0
Trondheim - Voll;SN68860;01.03.2000;1,1;5,2;-0,4;0
Trondheim - Voll;SN68860;02.03.2000;-2,3;0,2;-3,4;3,9
Trondheim - Voll;SN68860;03.03.2000;-4,1;-2,5;-5,2;4,9
Trondheim - Voll;SN68860;04.03.2000;-2,7;-0,4;-6;1,9
Trondheim - Voll;SN68860;05.03.2000;-3,4;-1,3;-8,4;9,7
Trondheim - Voll;SN68860;06.03.2000;1,1;3,9;-2,4;3,3
Trondheim - Voll;SN68860;07.03.2000;0,7;3,3;-1;10,4
Trondheim - Voll;SN68860;08.03.2000;-2,5;0,1;-3,9;5,1
Trondheim - Voll;SN68860;09.03.2000;-1,9;0,6;-6,1;0,4
Trondheim - Voll;SN68860;10.03.2000;-1,6;0,4;-2,6;6,1
Trondheim - Voll;SN68860;11.03.2000;-4,6;-0,6;-9;0
Trondheim - Voll;SN68860;12.03.2000;-3;2,3;-8,7;0
Trondheim - Voll;SN68860;13.03.2000;2,6;4,6;1,4;0,1
Trondheim - Voll;SN68860;14.03.2000;-1,6;1,5;-3,5;3,8
Trondheim - Voll;SN68860;15.03.2000;-1,7;0,1;-3,2;8,8
Trondheim - Voll;SN68860;16.03.2000;-0,6;1,1;-3;3,2
Trondheim - Voll;SN68860;17.03.2000;1,5;3,2;-0,7;7,5
Trondheim - Voll;SN68860;18.03.2000;3,2;5,6;1,8;10,2
Trondheim - Voll;SN68860;19.03.2000;5,7;9;0,3;0,1
Trondheim - Voll;SN68860;20.03.2000;3,2;8,6;0,7;6,3
Trondheim - Voll;SN68860;21.03.2000;0,2;3,2;-0,1;3,3
Trondheim - Voll;SN68860;22.03.2000;-0,9;1,1;-2,2;7,1
Trondheim - Voll;SN68860;23.03.2000;-0,8;1,6;-3,6;3,4
Trondheim - Voll;SN68860;24.03.2000;0,4;4,1;-0,8;5,8
Trondheim - Voll;SN68860;25.03.2000;-2;1,7;-5,9;2,7
Trondheim - Voll;SN68860;26.03.2000;-1,6;2,9;-7,4;0
Trondheim - Voll;SN68860;27.03.2000;-0,4;3,8;-5,8;0
Trondheim - Voll;SN68860;28.03.2000;1,6;5,8;-3,6;0
Trondheim - Voll;SN68860;29.03.2000;4,7;6,9;2,4;1,3
Trondheim - Voll;SN68860;30.03.2000;4,9;6,8;4,1;0,2
Trondheim - Voll;SN68860;31.03.2000;1,8;4,6;0,8;0,9
Trondheim - Voll;SN68860;01.04.2000;-1,2;1,1;-2,1;4,5
Trondheim - Voll;SN68860;02.04.2000;-1,5;0,3;-4,6;0
Trondheim - Voll;SN68860;03.04.2000;-1,9;1,1;-3,3;0,1
Trondheim - Voll;SN68860;04.04.2000;-3,1;1,1;-6,6;0,2
Trondheim - Voll;SN68860;05.04.2000;-1,4;1,8;-4;0
Trondheim - Voll;SN68860;06.04.2000;1,5;5,1;-1,7;3,6
Trondheim - Voll;SN68860;07.04.2000;1,8;5,4;-2,3;0
Trondheim - Voll;SN68860;08.04.2000;6,4;10,7;1,7;0,3
Trondheim - Voll;SN68860;09.04.2000;5,3;9,8;0,7;0
Trondheim - Voll;SN68860;10.04.2000;4,4;6,3;3,1;0,2
Trondheim - Voll;SN68860;11.04.2000;4,1;8,1;1;0,1
Trondheim - Voll;SN68860;12.04.2000;2,3;5,4;1,5;0,7
Trondheim - Voll;SN68860;13.04.2000;1,4;3,6;-1;1,6
Trondheim - Voll;SN68860;14.04.2000;1,5;3,2;0,2;3,6
Trondheim - Voll;SN68860;15.04.2000;2,9;6;1,1;3,4
Trondheim - Voll;SN68860;16.04.2000;5;9,4;2,2;3,1
Trondheim - Voll;SN68860;17.04.2000;4,9;8,3;2,3;0,6
Trondheim - Voll;SN68860;18.04.2000;8,4;12;2,6;0,8
Trondheim - Voll;SN68860;19.04.2000;8,2;10,2;5,7;0
Trondheim - Voll;SN68860;20.04.2000;10,8;13,5;6,6;0
Trondheim - Voll;SN68860;21.04.2000;10;12,9;7,1;0
Trondheim - Voll;SN68860;22.04.2000;8,6;12,3;5;1
Trondheim - Voll;SN68860;23.04.2000;9,4;15;5,4;0
Trondheim - Voll;SN68860;24.04.2000;7;10,2;5,1;0,3
Trondheim - Voll;SN68860;25.04.2000;6;9;4,9;0
Trondheim - Voll;SN68860;26.04.2000;3,9;6,7;1,9;0,3
Trondheim - Voll;SN68860;27.04.2000;6,3;11,1;2,1;0,2
Trondheim - Voll;SN68860;28.04.2000;9,7;15,8;4,9;0,9
Trondheim - Voll;SN68860;29.04.2000;11,7;18,8;5,1;0
Trondheim - Voll;SN68860;30.04.2000;10,7;15,9;6,2;0
Trondheim - Voll;SN68860;01.05.2000;9,5;14,1;5,7;0
Trondheim - Voll;SN68860;02.05.2000;7,6;11,2;4,7;0
Trondheim - Voll;SN68860;03.05.2000;5,6;8;4,6;3,1
Trondheim - Voll;SN68860;04.05.2000;7,2;12,7;1,6;0,5
Trondheim - Voll;SN68860;05.05.2000;6,8;9,2;4,8;2,7
Trondheim - Voll;SN68860;06.05.2000;8,9;13,1;4,1;0,6
Trondheim - Voll;SN68860;07.05.2000;7,6;12,9;4,3;0
Trondheim - Voll;SN68860;08.05.2000;10,5;14,1;7;0
Trondheim - Voll;SN68860;09.05.2000;13,8;21,3;8,8;0
Trondheim - Voll;SN68860;10.05.2000;7;13,9;5,9;0,7
Trondheim - Voll;SN68860;11.05.2000;4,2;6,4;3,1;3,3
Trondheim - Voll;SN68860;12.05.2000;6,7;12,1;1,9;0,2
Trondheim - Voll;SN68860;13.05.2000;11,1;15,6;7,5;0,2
Trondheim - Voll;SN68860;14.05.2000;12,7;18,2;6,6;0
Trondheim - Voll;SN68860;15.05.2000;13;17,7;7,1;0
Trondheim - Voll;SN68860;16.05.2000;16,5;23;8,7;0
Trondheim - Voll;SN68860;17.05.2000;19,6;23,3;15,4;0
Trondheim - Voll;SN68860;18.05.2000;14,7;21,9;12,2;0
Trondheim - Voll;SN68860;19.05.2000;12,9;16,4;9,3;0
Trondheim - Voll;SN68860;20.05.2000;8,9;15,1;6,4;0
Trondheim - Voll;SN68860;21.05.2000;8,5;11,9;7;0,2
Trondheim - Voll;SN68860;22.05.2000;10,3;16,8;3,3;0,3
Trondheim - Voll;SN68860;23.05.2000;10,2;13,6;7,2;0,8
Trondheim - Voll;SN68860;24.05.2000;10,3;15,2;7,6;0,2
Trondheim - Voll;SN68860;25.05.2000;8,9;12,2;6,2;4,6
Trondheim - Voll;SN68860;26.05.2000;8,2;12;4,1;0,3
Trondheim - Voll;SN68860;27.05.2000;10,5;16,2;3,7;0
Trondheim - Voll;SN68860;28.05.2000;12,5;15,9;8;1,3
Trondheim - Voll;SN68860;29.05.2000;9,2;14,8;6,7;0,7
Trondheim - Voll;SN68860;30.05.2000;6,6;9,8;4,9;23,3
Trondheim - Voll;SN68860;31.05.2000;7,3;12,6;3,5;0,8
Trondheim - Voll;SN68860;01.06.2000;9,9;14,1;3,7;0
Trondheim - Voll;SN68860;02.06.2000;11,7;18,2;10,3;0
Trondheim - Voll;SN68860;03.06.2000;4,1;11,6;2,7;3,4
Trondheim - Voll;SN68860;04.06.2000;5;7,6;1,8;6,7
Trondheim - Voll;SN68860;05.06.2000;6,9;10,5;3,4;0,8
Trondheim - Voll;SN68860;06.06.2000;10,6;15,7;3,1;0
Trondheim - Voll;SN68860;07.06.2000;12,1;17,8;6,8;0
Trondheim - Voll;SN68860;08.06.2000;8,5;12,6;6,6;0
Trondheim - Voll;SN68860;09.06.2000;11;16,1;6;0
Trondheim - Voll;SN68860;10.06.2000;14,1;19,8;10,1;0
Trondheim - Voll;SN68860;11.06.2000;12,7;18;9,4;0,2
Trondheim - Voll;SN68860;12.06.2000;10,3;13,1;7,3;0,4
Trondheim - Voll;SN68860;13.06.2000;11;16,8;7,9;2,7
Trondheim - Voll;SN68860;14.06.2000;7,8;14,9;5,3;7,7
Trondheim - Voll;SN68860;15.06.2000;6,8;9,1;5;1
Trondheim - Voll;SN68860;16.06.2000;7,4;9,7;5,7;2,7
Trondheim - Voll;SN68860;17.06.2000;7,8;12;4,5;1,9
Trondheim - Voll;SN68860;18.06.2000;9,6;12,6;5,9;0,1
Trondheim - Voll;SN68860;19.06.2000;10,8;14,1;7,5;2,1
Trondheim - Voll;SN68860;20.06.2000;11,5;14,3;8,7;2,2
Trondheim - Voll;SN68860;21.06.2000;12,5;16,4;8,9;0
Trondheim - Voll;SN68860;22.06.2000;13,2;16,1;11,7;2,3
Trondheim - Voll;SN68860;23.06.2000;13;16,6;11,1;5,1
Trondheim - Voll;SN68860;24.06.2000;9,7;14,4;8,2;2
Trondheim - Voll;SN68860;25.06.2000;9,9;11,8;8,3;0
Trondheim - Voll;SN68860;26.06.2000;8,5;10,8;7,5;0,2
Trondheim - Voll;SN68860;27.06.2000;7,1;7,9;6;11,4
Trondheim - Voll;SN68860;28.06.2000;9,2;11,4;7,6;42,7
Trondheim - Voll;SN68860;29.06.2000;10,4;13;8,8;3,3
Trondheim - Voll;SN68860;30.06.2000;12,4;16,9;8,9;0,1
Trondheim - Voll;SN68860;01.07.2000;18;24,6;10,4;0
Trondheim - Voll;SN68860;02.07.2000;16,8;23,7;13,9;0
Trondheim - Voll;SN68860;03.07.2000;10,5;14,1;9,7;4,4
Trondheim - Voll;SN68860;04.07.2000;10,1;12,3;8,2;3,3
Trondheim - Voll;SN68860;05.07.2000;10,9;15;5,7;1,6
Trondheim - Voll;SN68860;06.07.2000;9,3;14,7;7;0
Trondheim - Voll;SN68860;07.07.2000;7,5;9,8;6,2;17
Trondheim - Voll;SN68860;08.07.2000;7,6;8,6;6,5;2,1
Trondheim - Voll;SN68860;09.07.2000;9,8;13,2;5,7;0,9
Trondheim - Voll;SN68860;10.07.2000;12,6;17,2;7;0
Trondheim - Voll;SN68860;11.07.2000;14,4;18,1;10,8;0,2
Trondheim - Voll;SN68860;12.07.2000;13,9;17,8;11,1;0,3
Trondheim - Voll;SN68860;13.07.2000;10,3;14,6;9,4;1,1
Trondheim - Voll;SN68860;14.07.2000;9,1;10,2;7,7;7,2
Trondheim - Voll;SN68860;15.07.2000;11,6;14,7;9,1;9,2
Trondheim - Voll;SN68860;16.07.2000;10,9;12,5;10,2;0,2
Trondheim - Voll;SN68860;17.07.2000;11,4;13,9;9,3;1,7
Trondheim - Voll;SN68860;18.07.2000;11,5;13,5;10,1;0,6
Trondheim - Voll;SN68860;19.07.2000;11,1;11,6;10,7;0
Trondheim - Voll;SN68860;20.07.2000;11,6;14,2;9,7;0,2
Trondheim - Voll;SN68860;21.07.2000;13,2;18,3;6,6;0
Trondheim - Voll;SN68860;22.07.2000;14,4;20,1;6,2;0
Trondheim - Voll;SN68860;23.07.2000;11,7;17;10,1;0,2
Trondheim - Voll;SN68860;24.07.2000;13,4;15,9;10,9;0,2
Trondheim - Voll;SN68860;25.07.2000;16,4;21;11,3;0,1
Trondheim - Voll;SN68860;26.07.2000;17,5;23,2;12,3;0
Trondheim - Voll;SN68860;27.07.2000;19,4;24,1;13,3;0
Trondheim - Voll;SN68860;28.07.2000;18,1;23,7;11,5;0
Trondheim - Voll;SN68860;29.07.2000;16,1;22,6;11,4;0
Trondheim - Voll;SN68860;30.07.2000;13,5;20,3;10,2;0
Trondheim - Voll;SN68860;31.07.2000;12,1;15,1;10,4;0
Trondheim - Voll;SN68860;01.08.2000;12,4;15;10,6;0
Trondheim - Voll;SN68860;02.08.2000;13,9;18,2;7,4;0
Trondheim - Voll;SN68860;03.08.2000;14,7;19,8;12,3;0,2
Trondheim - Voll;SN68860;04.08.2000;12,4;15,2;11,1;0
Trondheim - Voll;SN68860;05.08.2000;12,6;14,5;11,2;2,4
Trondheim - Voll;SN68860;06.08.2000;11,4;13,7;10,2;4,5
Trondheim - Voll;SN68860;07.08.2000;9,6;11,8;8,3;17,5
Trondheim - Voll;SN68860;08.08.2000;9,7;10,6;8,6;16,2
Trondheim - Voll;SN68860;09.08.2000;9,4;11,1;8,4;1,4
Trondheim - Voll;SN68860;10.08.2000;11,1;15,8;5,2;0
Trondheim - Voll;SN68860;11.08.2000;9,6;14,6;8,9;1,1
Trondheim - Voll;SN68860;12.08.2000;11;15;9;7,2
Trondheim - Voll;SN68860;13.08.2000;12,2;18;5,7;0
Trondheim - Voll;SN68860;14.08.2000;15,8;21,2;10,4;0
Trondheim - Voll;SN68860;15.08.2000;13,5;21,2;11,7;0,1
Trondheim - Voll;SN68860;16.08.2000;12,9;16,1;10,2;16,4
Trondheim - Voll;SN68860;17.08.2000;12,8;16,9;10,6;0,6
Trondheim - Voll;SN68860;18.08.2000;11,9;17,7;9,5;0
Trondheim - Voll;SN68860;19.08.2000;11,4;14,2;9,3;5
Trondheim - Voll;SN68860;20.08.2000;11,1;15,1;6,7;0
Trondheim - Voll;SN68860;21.08.2000;11,3;15;8,4;0,9
Trondheim - Voll;SN68860;22.08.2000;10,2;12,5;8,9;2,7
Trondheim - Voll;SN68860;23.08.2000;9,4;10,8;8,1;1,3
Trondheim - Voll;SN68860;24.08.2000;10,6;13,5;8,2;8,5
Trondheim - Voll;SN68860;25.08.2000;11,5;14,4;8,4;0,9
Trondheim - Voll;SN68860;26.08.2000;13,8;19,7;7,4;0
Trondheim - Voll;SN68860;27.08.2000;17,5;20,5;12,3;0
Trondheim - Voll;SN68860;28.08.2000;15,3;19,5;10,9;0
Trondheim - Voll;SN68860;29.08.2000;13,1;15,9;10,4;0
Trondheim - Voll;SN68860;30.08.2000;11,2;14,1;9,8;1,8
Trondheim - Voll;SN68860;31.08.2000;9,9;13;7,5;4
Trondheim - Voll;SN68860;01.09.2000;9,5;14;5,2;0
Trondheim - Voll;SN68860;02.09.2000;8,7;11,6;7,2;4
Trondheim - Voll;SN68860;03.09.2000;8;10,8;5,8;0,9
Trondheim - Voll;SN68860;04.09.2000;8,2;9,7;6,8;1,1
Trondheim - Voll;SN68860;05.09.2000;9,1;12,2;4,2;0,7
Trondheim - Voll;SN68860;06.09.2000;11,5;17,3;6,7;0,1
Trondheim - Voll;SN68860;07.09.2000;14,9;16,8;12,9;0
Trondheim - Voll;SN68860;08.09.2000;12,9;16,3;11,2;1,5
Trondheim - Voll;SN68860;09.09.2000;10,3;12,8;7,9;0,5
Trondheim - Voll;SN68860;10.09.2000;8,7;10,4;8,2;4
Trondheim - Voll;SN68860;11.09.2000;8;9,6;6,9;0,9
Trondheim - Voll;SN68860;12.09.2000;7,1;10,7;5,6;1
Trondheim - Voll;SN68860;13.09.2000;8,6;16,4;-0,3;0
Trondheim - Voll;SN68860;14.09.2000;11,3;15,8;6,1;0
Trondheim - Voll;SN68860;15.09.2000;11,8;16,5;7,8;0
Trondheim - Voll;SN68860;16.09.2000;12,8;14,3;11,3;0
Trondheim - Voll;SN68860;17.09.2000;13,4;17,9;9,1;0,7
Trondheim - Voll;SN68860;18.09.2000;13,5;16,1;10,8;0
Trondheim - Voll;SN68860;19.09.2000;13,4;17,6;11,7;0,4
Trondheim - Voll;SN68860;20.09.2000;13,1;20,4;5,7;0
Trondheim - Voll;SN68860;21.09.2000;13,1;20,3;6,8;0
Trondheim - Voll;SN68860;22.09.2000;13,9;18,6;8,1;0
Trondheim - Voll;SN68860;23.09.2000;13,6;18,3;10,4;0,7
Trondheim - Voll;SN68860;24.09.2000;10,5;14,8;8;0
Trondheim - Voll;SN68860;25.09.2000;10,6;14,9;8,1;0
Trondheim - Voll;SN68860;26.09.2000;10,5;16,9;4,7;0,1
Trondheim - Voll;SN68860;27.09.2000;11,6;15,3;5,2;0
Trondheim - Voll;SN68860;28.09.2000;14,1;16,2;9,1;0
Trondheim - Voll;SN68860;29.09.2000;13,1;16,6;10,2;1,4
Trondheim - Voll;SN68860;30.09.2000;15,2;20,1;11,4;0,4
Trondheim - Voll;SN68860;01.10.2000;15,4;20,1;12,8;0
Trondheim - Voll;SN68860;02.10.2000;13,2;17,8;7,9;0
Trondheim - Voll;SN68860;03.10.2000;10,8;13,9;9;1,4
Trondheim - Voll;SN68860;04.10.2000;13,1;18,1;7;0,1
Trondheim - Voll;SN68860;05.10.2000;12,2;17,3;9,3;0
Trondheim - Voll;SN68860;06.10.2000;9,8;13,2;7;0
Trondheim - Voll;SN68860;07.10.2000;12,4;18,7;5,4;0
Trondheim - Voll;SN68860;08.10.2000;12,9;15,8;11,1;0
Trondheim - Voll;SN68860;09.10.2000;10,1;11,8;6,9;0
Trondheim - Voll;SN68860;10.10.2000;10,5;12,2;8,8;0
Trondheim - Voll;SN68860;11.10.2000;9,9;11,9;7,9;0
Trondheim - Voll;SN68860;12.10.2000;11,7;14,9;10;0
Trondheim - Voll;SN68860;13.10.2000;9,7;14,5;8;0
